id,parent_id,unit_text,surface_topic,reason_short,mechanism_label,confidence,evidence_phrase,raw_text
26_u4,26,最脑溢血的是第八连败，明明能赢的，对面先死一个，然后我们劣势打赢团了，杰斯四杀，我们这边就我死了，剩四个残血，推到基地还剩一半血对面最先死的复活了，然后杰斯带着剩下三个冲泉水要拿五杀，冷知识，一波团最先死的复活又被杀是不算五杀的然后四个人一起送了泉水，然后对面抱团推过来一波带走。,balance,Feedback describes a frustrating match outcome due to perceived game mechanics imbalance.,fairness_threat,high,明明能赢的，对面先死一个，然后我们劣势打赢团了，杰斯四杀，我们这边就我死了，剩四个残血，推到基地还剩一半血对面最先死的复活了，然后杰斯带着剩下三个冲泉水要拿五杀，冷知识，一波团最先死的复活又被杀是不算五杀的然后四个人一起送了泉水，然后对面抱团推过来一波带走。,
26_u5,26,最后赢的那把应该算是福利局，对面跟人机一样，一点反抗都没有八分多钟就点了。,matchmaking,The feedback describes an unbalanced match where the opponent offered no resistance.,competence_frustration,medium,最后赢的那把应该算是福利局，对面跟人机一样，一点反抗都没有八分多钟就点了。,
27_u1,27,我峡谷单排胜率56.7%，DOTA2胜率54.2%，在我自己的分段我觉得怎么也不算菜比了。,other_uncertain,The feedback discusses personal win rates without clearly relating to any specific allowed topic.,competence_frustration,medium,我觉得怎么也不算菜比了,
27_u2,27,这海斗一波7连胜干到52%马上一定迎来一波6场以上的连败，输的局队友还一堆M，出门冲拳人马身法小鱼导管火男打3肉这种局都不投，一定要打个20分钟，,matchmaking,Feedback describes a pattern of winning and losing streaks with problematic teammates.,fairness_threat,medium,输的局队友还一堆M，出门冲拳人马身法小鱼导管火男打3肉这种局都不投,
27_u3,27,有时候又能感觉这把系统就是要让你赢，一看对面4AD加个娜美或者3AD一个丁真一个巴德的神人阵容，8分钟跟打人机一样推到家里对面投了，赢了也不爽。,balance,Feedback describes unbalanced team compositions leading to unsatisfying wins.,fairness_threat,high,有时候又能感觉这把系统就是要让你赢，一看对面4AD加个娜美或者3AD一个丁真一个巴德的神人阵容，8分钟跟打人机一样推到家里对面投了，赢了也不爽,
27_u4,27,神一般的匹配机制。,matchmaking,The feedback directly criticizes the matchmaking system.,fairness_threat,medium,神一般的匹配机制,
28_u1,28,目前450把，55%的胜率，很少有那种一胜一负的局，大部分情况都是赢就连着赢，输就连着输三把以上,matchmaking,Feedback describes patterns of consecutive wins and losses in match outcomes.,uncertain,low,赢就连着赢，输就连着输三把以上,
28_u2,28,想让你赢的时候，我人马开局来最终唤醒，对面八分就点,other_uncertain,The feedback describes a specific gameplay scenario but does not clearly align with any allowed surface topic.,uncertain,low,想让你赢的时候，我人马开局来最终唤醒，对面八分就点,
28_u3,28,让你输的时候，进去看选人就知道这把如果海克斯不胡就是八分的局,other_uncertain,"Feedback discusses game outcome prediction based on champion selection and RNG elements, not clearly matching any specific allowed label.",competence_frustration,medium,让你输的时候，进去看选人就知道这把如果海克斯不胡就是八分的局,
28_u4,28,大乱斗还能有人单排七八十连胜，海斗能二三十都不可思议了,balance,"The feedback discusses improbable win streaks in specific game modes, suggesting concerns about fairness or competitive equilibrium.",fairness_threat,medium,大乱斗还能有人单排七八十连胜，海斗能二三十都不可思议了,
28_u5,28,海克斯变数太大，再唐的玩家海克斯胡了也能乱杀,balance,Feedback discusses randomness in game mechanics affecting competitive fairness.,fairness_threat,medium,海克斯变数太大，再唐的玩家海克斯胡了也能乱杀,
29_u1,29,400场55+ 600场剩52 现在800就剩51了,progression,The feedback describes a decline in win rate over increasing number of games played.,competence_frustration,medium,400场55+ 600场剩52 现在800就剩51了,
29_u2,29,分高的唯一好处就是上票快 阵容是没啥区别的,rewards,"The feedback discusses the benefits of having a high score, specifically faster queue times.",fairness_threat,medium,分高的唯一好处就是上票快 阵容是没啥区别的,
29_u3,29,当狗换来的是队友的研发 从此看开 一起当出生 不胡就点,other_uncertain,The feedback uses metaphorical language about team dynamics that doesn't clearly map to any specific allowed label.,uncertain,low,当狗换来的是队友的研发 从此看开 一起当出生 不胡就点,
29_u4,29,这模式唯一的好处就是胜率队少 就算有也不当分奴,matchmaking,The feedback discusses team composition and win-focused behavior in a game mode.,uncertain,low,这模式唯一的好处就是胜率队少 就算有也不当分奴,
29_u5,29,印象中撞过几次陪玩车 赢了两次 都是对面8分钟平推局不推给机会的,other_uncertain,Feedback describes specific gameplay experiences without clear alignment to defined topics.,uncertain,low,印象中撞过几次陪玩车 赢了两次 都是对面8分钟平推局不推给机会的,
29_u6,29,正常大乱斗打100把赢不了对面一把,balance,The feedback describes an extreme win-loss imbalance in a game mode.,competence_frustration,high,打100把赢不了对面一把,
29_u7,29,当然也有挂车 举报过两个都是只封一天,other_uncertain,Mentions reporting players but unclear primary topic.,fairness_threat,medium,举报过两个都是只封一天,
30_u1,30,最近几乎都在连败，即使这样也才把胜率拉回50%,balance,The feedback discusses win/loss patterns affecting overall win rate.,competence_frustration,high,最近几乎都在连败，即使这样也才把胜率拉回50%,
30_u2,30,只能说海斗elo真的抽象，自家垃圾阵容，垃圾海克斯 对面就是阵容强，海克斯无敌,matchmaking,The feedback criticizes the matchmaking system for perceived unfair team compositions and advantages.,fairness_threat,high,自家垃圾阵容，垃圾海克斯 对面就是阵容强，海克斯无敌,
30_u3,30,这模式已经变得开始索然无味了，垃圾局8分不肯点，对面稳定到点跑，赢的局也是碾压那种,matchmaking,Feedback describes unbalanced matches and opponent behavior in game modes.,fairness_threat,medium,垃圾局8分不肯点，对面稳定到点跑,
31_u1,31,海斗连跪起来几页几页红，拿分奴英雄都赢不了那种,balance,"The player describes consistently losing with strong heroes, suggesting perceived game balance issues.",competence_frustration,high,连跪起来几页几页红，拿分奴英雄都赢不了,
31_u2,31,所以连跪3把立刻换区换号玩。,matchmaking,"The feedback discusses changing regions or accounts after consecutive losses, which relates to matchmaking outcomes.",competence_frustration,medium,连跪3把,
31_u3,31,我自己也是做过各种服务器开发的，猜测匹配数据也是有缓存的，缓存一过就正常了,matchmaking,The feedback discusses technical aspects of matchmaking data caching.,uncertain,low,猜测匹配数据也是有缓存的，缓存一过就正常了,
32_u1,32,只能说后期对局势影响没那么大，越拖这把和你越没关系，能赢的局一两件就能把对面打投了，拖到后面和刺客没区别，和刺客胜率低的原因是一样的。,balance,Feedback discusses character effectiveness and win conditions in late game scenarios.,competence_frustration,medium,越拖这把和你越没关系,
32_u2,32,至于吸蓝刀三项，前期三项比吸蓝刀伤害高又肉一些，前期多骑脸能更多打优势，吸蓝刀有点拖。,balance,Feedback discusses comparative effectiveness of two in-game items for early-game advantage.,competence_frustration,medium,吸蓝刀有点拖,
33_u1,33,两三百场的时候胜率在56左右，然后越来越低，最近一两个星期输麻了，四百场左右还有53胜率，现在每天都是赢两三把输五六把，昨晚更夸张八连败，一直熬到十二点多才断连败,balance,"User describes a significant decline in win rate over many matches, suggesting potential game balance issues.",competence_frustration,high,胜率在56左右，然后越来越低，最近一两个星期输麻了,
33_u2,33,队也越来越逆天，符文发的也越来越脑溢血，气得我直接不想上游戏了,other_uncertain,The feedback contains ambiguous complaints about teams and runes without clear connection to specific allowed topics.,competence_frustration,high,气得我直接不想上游戏了,
33_u3,33,回归均值这一块真是让藤子玩明白了,other_uncertain,The feedback uses metaphorical language that doesn't clearly map to any specific allowed topic.,uncertain,low,回归均值这一块真是让藤子玩明白了,
34_u1,34,飞机到底哪里不好C了，我看了下我飞机战绩把C有必拿。,other_uncertain,The feedback discusses aircraft performance but does not clearly match any specific allowed label.,competence_frustration,medium,飞机到底哪里不好C了,
34_u2,34,我这里也不是挑战大数据胜率，而是很震惊这英雄只要暴击够伤害真夸张，任何给暴击的符文都能用。,balance,Feedback discusses hero damage scaling with critical strike stats.,uncertain,low,很震惊这英雄只要暴击够伤害真夸张，任何给暴击的符文都能用,
34_u3,34,第一件必裸收集者，收集者前当的蛆出以后基本都硬气回来了，满爆后有很长的强势时间，非要说的话彩色可能没别人契合。,other_uncertain,The feedback discusses game mechanics with unclear specific category.,uncertain,low,彩色可能没别人契合,
